feature,class
"[ -41.28693731   52.15421087 -101.6229237     6.1773601   -25.47429046
    1.93867888  -12.90308558    8.01781205   -2.85733137   12.48752636
    8.31128674    9.48268588   -5.30543027    3.4781669    -7.28631595
   -0.99713922   -3.45256601    5.07481016    2.25862862    2.88461201
    2.7701662     0.20424901   -3.23936272    0.50660142   -5.55755924
   -0.27743554   -1.48461233    0.58938483   -3.21806917    1.2481055
   -0.32490894   -1.29427944   -1.1928166    -2.90524569    0.56077732
   -1.20486508    1.28790923    1.93469827    0.8549008     0.63548635]",cat
"[-165.22754693   40.91286712  -87.77574465  -37.88728048   13.42198553
  -17.82982271  -15.55386699   13.60628512  -15.22554238   20.49126257
  -13.50036204   -5.23953442  -22.23411072    7.86058864    1.48343037
   -1.85933595    4.79580534   18.96229172   12.0897953    -0.31231205
   -8.86241953  -10.58381551   -5.66511585   -0.86780909    1.24321439
   -6.78909777   -1.80576899    7.7098304     3.56856133   -6.30748457
   -6.67642513   -1.05072716    4.95545366    1.45649959    6.79661417
    7.7772503     3.59478848   -1.98485496   -4.50282298   -0.65765067]",cat
"[-1.78695261e+02  6.86007976e+01 -5.33722910e+01 -2.03948269e+01
  3.78383454e+01 -2.12597806e+00 -5.11435005e+00  2.78264328e+01
  3.76101138e+00  2.61988819e+01  4.43570677e-02  5.54185625e+00
 -1.64113165e+01  8.71230589e+00  6.67819106e+00  4.88664434e+00
  4.84150601e+00  1.42046455e+01  7.25368619e+00  1.83407249e+00
 -4.28667074e+00 -4.07457014e+00  9.14716862e-01  1.59828304e-01
  4.53287594e-01  4.34221087e+00  3.11738800e-01  3.00706144e+00
 -4.08510999e-01 -6.66647422e+00 -3.20825913e-01 -1.59538348e+00
 -1.55492514e+00 -9.13311831e-01  1.75099427e+00 -2.12692284e+00
 -4.16701917e-01 -8.83782086e-01  1.34856978e+00 -1.61546490e+00]",cat
"[-3.12630144e+02  4.39049868e+01 -5.38801029e+00  1.61691415e+00
 -4.59730029e+00 -4.63682093e+00 -5.25363599e+00 -4.04330002e+00
 -1.36203954e+01 -1.49812351e+01 -1.73343703e+01 -9.40970352e+00
 -1.08428115e+01 -5.08812554e+00 -7.22751377e+00 -4.36352174e+00
 -5.51862372e+00 -7.59950616e+00 -8.62431598e+00 -6.07205173e+00
 -8.79108376e+00 -7.03807481e+00 -6.39586757e+00 -4.55224295e+00
 -4.84122101e+00 -3.02559357e+00 -2.68937143e+00 -1.94519972e+00
 -2.08004866e+00 -1.83580727e+00 -1.80728092e+00 -6.51180502e-02
 -2.74133020e-01  7.31950759e-01 -5.58105750e-02  9.70736024e-02
 -6.44485209e-02  7.95518207e-01  2.80580415e-01  1.47952810e+00]",cat
"[-2.98754042e+02  5.06598581e+01 -3.05072032e+00  3.16325240e+00
 -5.30514905e+00 -3.26753639e+00 -1.78874332e+00 -6.27699808e+00
 -1.52370552e+01 -1.88258004e+01 -1.96048482e+01 -1.05834790e+01
 -1.42242573e+01 -4.95797366e+00 -8.46382019e+00 -4.17765783e+00
 -4.73043082e+00 -6.96793373e+00 -9.22105237e+00 -4.70318110e+00
 -9.09199026e+00 -6.82628210e+00 -6.39839129e+00 -4.74960970e+00
 -4.32848650e+00 -3.06613996e+00 -1.63608218e+00 -2.29381055e+00
 -1.58117575e+00 -1.80871621e+00 -1.30892605e+00 -4.98720309e-01
 -4.84435773e-01  6.35668062e-01 -4.54966334e-01 -7.91830331e-02
 -8.39083739e-02  6.22318203e-01  3.54206932e-03  1.05256807e+00]",cat
"[-2.93166755e+02  5.88239366e+01 -3.97557928e+00  2.92063021e+00
 -4.68233022e+00  6.03325016e-01  2.66533984e+00 -8.82941388e+00
 -1.52031229e+01 -1.93359119e+01 -2.05318799e+01 -1.19121963e+01
 -1.53421814e+01 -5.67077362e+00 -9.52280737e+00 -3.74348652e+00
 -5.20962116e+00 -6.52383726e+00 -9.38634702e+00 -4.15081244e+00
 -9.81693479e+00 -7.32739644e+00 -6.42686314e+00 -5.02291513e+00
 -4.80493459e+00 -3.20805833e+00 -2.44872051e+00 -2.80573953e+00
 -1.49741038e+00 -2.23707384e+00 -1.82569364e+00 -1.33665161e+00
 -9.23016302e-01  3.72635552e-01 -1.10001736e-01  3.66784162e-01
 -1.02097854e-01  3.78805232e-01  8.09319271e-02  4.52720801e-01]",cat
"[-2.38870955e+02  2.87731198e+01 -5.32882752e+01  1.76060951e+01
  1.22797586e+01 -1.83224187e-01 -1.14654972e+00 -1.58237209e+01
  1.03497175e+01 -5.58575315e+00  1.36364745e+01  3.39764258e+01
  1.52111148e+01  1.23015519e+01 -1.26863497e+01 -1.04685714e+01
  7.29909517e-02  1.67949468e+01 -1.39316740e+00 -3.60051794e+00
  4.97932593e+00  1.70165064e+01  4.38205143e+00 -1.92962549e+00
  9.61686359e+00  4.71990910e-01 -1.10124257e+01 -5.93343501e+00
  9.99018036e+00 -2.18016649e+00 -6.57574961e+00 -3.42929737e+00
 -2.65926585e+00  7.14534108e+00  1.03286117e+01 -9.82832479e-01
  1.78740975e+00  7.48584029e+00 -1.62507643e-01  2.34319060e+00]",cat
"[-158.8303493    87.79040337   -3.2220006    24.69401862   -2.45994548
   12.67935911    3.37691946   10.80615064    1.76220693    4.70310955
   -3.97481039   -0.97441046   -3.33114158    5.79797477   11.61084812
   11.99680573   11.167736      8.70702869   -0.3832252     1.21396934
    4.59317113    1.5517258     0.34525502   -0.19624817   -1.62182326
    1.65834598    1.2727491    -0.75896558    0.97344862    2.68060346
    3.13011374    3.17114967    2.02460399    2.41643766    1.81616065
    1.24221745    1.41696538    1.74716072    1.28576642    3.11571413]",cat
"[-6.69910479e+01  1.88184899e+01 -6.76719235e+00 -2.16672828e+00
 -1.50840968e+01  6.06872717e-01 -6.45584529e+00 -1.48829979e+01
 -7.25834412e+00 -8.15499358e+00 -2.08769080e+00  6.61230886e+00
  2.98903798e+00  8.43926042e-01 -4.81436449e+00  5.42942772e+00
 -3.18979744e+00 -1.07561431e+01 -4.36218793e+00  5.24732135e+00
  2.41658993e+00 -1.28937367e+00 -2.23555656e+00 -1.11627175e+00
 -4.97131090e+00  1.05936175e-01  2.87943242e+00 -1.98718474e+00
 -6.89137616e-03  8.27422307e+00  2.11706308e+00 -1.68278648e-01
 -1.64634804e+00 -3.53331483e+00  1.38537569e+00  5.96136053e-01
 -3.79356896e+00  2.27059982e+00  4.11992473e-01  5.86434090e-01]",cat
"[-1.04661552e+02  7.56850812e+01 -4.26575416e+01  1.38815944e+01
 -6.65718278e+00 -1.01875131e+01 -4.00927678e+00  5.01116276e+00
 -1.70792780e+01  6.05040177e+00 -1.01964412e+01 -2.84828695e+00
 -2.72559071e+00  7.24665705e+00 -1.58990975e+00  9.12129906e+00
 -1.57239009e+00 -4.89204502e-01 -4.36103005e+00  5.39878929e+00
  1.88279761e+00  2.79351401e+00  1.30328262e+00 -3.63925625e-01
 -2.85240337e-01  9.53797253e-02  1.31938822e+00  1.93355220e+00
  8.95997392e+00  5.90845789e+00  2.46678516e+00 -2.08286238e+00
 -1.28016217e+00  2.36744819e+00  2.56695402e+00  7.98064013e-01
  2.45785509e+00  3.58593420e+00  2.50918280e+00  2.08883928e+00]",cat
"[-1.43796707e+02  5.38739135e+01 -7.36195452e+00 -4.19656992e+00
 -8.86414291e+00 -1.40380295e+01  9.78501500e-01 -9.58180595e+00
 -1.90986018e+01 -1.18014766e+01 -1.02043477e+01 -3.48868800e+00
 -6.83458884e-01 -6.91413529e+00 -8.51242388e+00 -3.46859774e+00
 -7.21043172e+00 -5.47220965e+00 -2.54900625e+00 -1.38992846e+00
 -5.51768503e+00 -3.75274937e-01 -1.60115399e+00 -3.26311436e-01
 -1.78205367e+00 -2.76236742e+00 -2.39855718e+00 -5.85402686e-01
 -9.46070574e-01 -3.99698280e-01 -1.52687816e+00 -4.11075476e-01
  1.75474767e+00  8.81902606e-01  5.22393566e-01  1.62028495e+00
 -4.86694403e-01  8.34765563e-01 -1.32525652e-01  5.21303367e-01]",cat
"[-2.52460339e+02  7.60749583e+01  9.07998571e+00  1.12863540e+01
  1.01395874e+01  1.28068662e+01  1.93101170e+00  1.55475154e+00
 -5.64910618e-01  5.79371400e+00  3.53252428e+00  3.01290267e+00
 -3.62204125e+00 -4.66457303e+00 -6.17749787e+00  1.52927629e+00
 -2.75718107e+00 -1.29020244e+00 -6.52365802e-01  3.83434889e+00
  1.72773417e+00  3.56937313e+00  3.34682353e-01  2.79896469e+00
 -1.19546447e+00  3.98726748e+00  1.30584210e+00 -7.18142170e-01
  2.11304978e+00  3.79895420e+00 -1.26203911e+00  1.97805419e+00
 -1.29667213e+00 -4.79570695e-01  1.85934074e+00 -2.41626265e+00
 -4.71322540e-01  2.22826923e+00 -7.26061985e-02  5.96609919e-01]",cat
"[-2.58667526e+02  8.23082511e+01  1.59713751e+01  9.20008401e+00
  9.31170840e+00  1.19517838e+01  1.79870624e+00  1.20709507e+00
 -3.47682092e+00  2.47356722e+00  4.25956540e+00  3.21538040e+00
 -2.61773645e+00 -5.83416827e+00 -8.54397010e+00  2.73048242e-01
 -3.03609225e+00 -2.25453933e+00 -3.10175821e+00  2.69160598e+00
  2.19477181e+00  2.54930807e+00  1.38878724e+00  2.35431272e+00
 -1.00591407e+00  2.10841937e+00  2.36531696e+00  2.66735345e-01
  1.10813246e+00  3.68111700e+00  1.19748787e-01  1.70127615e+00
 -2.40953393e-01 -1.32326495e+00  1.81191787e+00  3.84837020e-01
 -3.87931238e-01  2.02480336e+00 -2.50654173e-01  3.35578422e-01]",cat
"[-2.61711216e+02  8.13583624e+01  1.61382163e+01  1.14934203e+01
  9.25468746e+00  1.27073391e+01  1.58270972e+00  1.24412401e+00
 -2.21422574e+00  4.70233966e+00  3.80247034e+00  2.55818104e+00
 -5.40262013e+00 -7.10225116e+00 -8.36969935e+00  1.48705457e+00
 -3.02371063e+00 -2.90682849e+00 -2.63353126e+00  3.44839530e+00
  1.60729026e+00  6.41463729e-01  3.75388466e-01  2.14784736e+00
 -9.02639888e-01  2.83068265e+00  2.73036206e+00 -3.32696378e-01
  1.85864699e+00  4.65770701e+00  5.80283068e-01  1.11688876e+00
 -1.31421340e+00 -2.58904456e+00  1.04526238e+00  2.14334965e-02
 -4.06093612e-01  2.13152829e+00 -3.91313955e-01  7.62332058e-01]",cat
"[-109.51399505  113.83143132  -77.10054278   -5.11933141  -31.2443373
  -43.21231444  -16.21578421  -33.03761455  -18.62027887  -19.5390679
   -7.86440495   -2.10657714  -16.77528838   -4.57299027  -19.65897347
   -3.47036801  -17.93503808   -0.88225903   -7.81181724   -8.20884058
   -5.2431815    -6.45868324    1.77793486   -3.93238356   -1.52654825
   -5.20607068    2.24725467    3.90770793   -7.33356453    1.62451992
   -2.64115001    1.44719668   -0.41391016   -1.27806663   -1.70382856
   -2.78222375    1.85015026   -4.08182283    0.65581382   -2.20565127]",cat
"[-157.72388639  105.06250486  -83.31078011   -2.89295981  -28.64300977
  -39.36418926  -15.4110019   -30.77889039  -12.18201445  -16.15896436
   -5.61523008    0.7964018   -14.3973327    -2.77240946  -19.89129946
   -2.40190045  -14.9020674    -0.80843654  -10.81039832   -8.756479
   -1.26221275   -5.33059034    0.32560725   -4.7356649    -1.36705606
   -7.51019008   -0.18527959    3.33798658   -7.84512965    2.07460723
   -2.60398534    1.79406668   -1.739653     -2.55780889   -2.03695832
   -5.09802662   -1.00245203   -5.89365423    0.66711949   -0.87248484]",cat
"[-1.94904254e+02  9.97868078e+01 -8.70004853e+01 -1.12403306e+00
 -2.75244386e+01 -3.33104032e+01 -1.56421395e+01 -2.57582465e+01
 -7.61066035e+00 -1.56713670e+01 -2.37595662e+00  3.39096697e+00
 -6.79617543e+00 -5.05869044e-02 -1.85324452e+01 -5.86515757e+00
 -1.26917525e+01  5.38194680e-01 -1.01723283e+01 -1.05623784e+01
 -3.05160377e+00 -3.11457198e+00  1.55421515e+00 -6.75697168e+00
 -1.24437686e+00 -6.17242186e+00 -3.90957593e+00  7.01446315e-01
 -7.59148790e+00  1.11536698e+00 -1.47994166e+00  1.86530085e+00
 -3.14996870e+00 -1.07171750e+00 -1.00786596e+00 -6.80814939e+00
 -7.28083819e-01 -4.69482105e+00 -1.29904465e+00 -7.46676715e-01]",cat
"[-4.04490181e+02  1.23622517e+02 -1.88066219e+01 -3.37281101e+01
 -4.22934080e+00 -2.33232569e+00 -1.37608582e+01 -8.19476729e+00
 -7.00494965e+00  6.10297527e+00  2.94055553e+00  5.69403214e+00
  8.92659383e+00  2.70389561e+00 -5.90422931e-01 -2.80689361e+00
 -5.37854196e+00 -5.06212836e+00 -4.97791974e+00  1.52918027e+00
  8.09089443e-01  1.39384164e-01  4.13002086e-01  9.45952635e-02
 -2.10021463e+00 -4.46197456e+00 -1.75150388e+00  1.96111664e+00
 -9.35686776e-01 -1.07241048e+00 -6.77603680e-01 -1.74737507e+00
 -9.86206141e-01 -9.19583777e-03 -1.85326616e+00 -1.76530199e+00
 -2.07363636e-01  3.66259059e-02  1.13289648e-02 -6.42555110e-01]",dog
"[-3.19431766e+02  1.10555617e+02 -1.17623307e+01 -2.02182903e+01
 -2.55421930e+01 -1.16204909e+01 -2.56959996e+01 -1.88371805e+01
 -1.14725787e+01 -1.89233755e+00 -6.86094854e+00 -1.44048921e+00
  1.42501980e+00 -5.92491074e+00 -8.43232798e+00 -3.37559364e-01
 -2.69381357e+00 -3.44991988e+00 -6.89484378e+00 -2.63020687e+00
  1.22526350e+00 -1.82375352e+00 -2.21140437e+00 -1.71905738e+00
 -1.78646146e+00 -3.81756388e+00 -1.95909229e+00 -2.90111252e+00
 -2.83727712e+00  3.03145435e-01  4.56339199e-01 -4.75312254e-01
 -3.90379119e-01 -5.97987196e-01 -7.24821864e-01 -1.09360188e+00
 -1.14266708e-01 -2.09147678e-02  1.47108523e+00  8.28070289e-01]",dog
"[-2.45731866e+02  1.50463367e+02  6.91884244e-01 -2.74334959e+01
 -2.12728093e+01 -1.39687539e+01 -1.23339193e+01 -2.18547760e+00
 -1.50848026e+01 -9.01881640e+00 -7.06742647e+00  9.64118486e-01
 -2.87113364e+00  5.55749900e+00  1.63367732e+01  1.10492693e+01
  4.12819605e+00  3.98413031e+00 -2.05009071e-01 -5.57785128e+00
 -1.92915280e+00 -7.52758622e+00 -1.25732700e+01 -4.43531533e+00
 -1.69036702e+00  3.51327811e+00  5.14828907e+00  7.79650388e+00
  1.03611791e+00 -2.03572494e+00 -1.40904891e+00  8.50274676e-01
  2.07788133e+00 -1.96106376e+00 -1.01926889e+00 -1.95442058e+00
 -1.52075499e+00  1.06300610e+00  4.41535800e-01 -1.22064601e-01]",dog
"[-3.56963961e+02  9.22919358e+01 -7.96504441e+00 -1.67955338e+01
 -2.39152997e+01  5.65634736e+00 -1.16466353e+01 -1.58572217e+01
 -6.12596439e+00 -1.19854421e+01 -6.14534033e+00 -1.75683516e+00
 -6.11399461e+00  2.09834180e+00 -3.94463016e+00 -3.84088408e+00
 -2.66645917e+00  1.31313086e+00  6.92071613e+00  2.02419087e+00
  4.29476712e+00 -5.75418998e+00 -3.96299623e+00 -4.36095347e+00
 -2.61132652e+00 -5.47537700e-01 -4.94801981e+00 -4.27044136e+00
 -1.28293289e+00  3.02177215e-01 -1.36862073e+00 -1.81439130e+00
 -9.76628913e-01 -1.02637726e+00 -5.45789010e-01 -1.90732640e+00
 -9.31619776e-03  1.19630674e+00  1.85874579e+00  2.08713446e+00]",dog
"[-2.29671181e+02  9.63178256e+01  1.20763489e+00  2.56970577e+00
  8.91760309e+00  3.51195907e+00 -1.12352626e+00 -1.61454504e+00
 -9.36545280e+00  1.67340125e+00  1.90531359e+00  1.13063694e+00
  1.82222069e+00  3.10258391e+00  6.84811933e+00  1.26105766e+01
  1.89259930e-01  9.91488948e+00  1.07135445e+01  7.74345090e+00
  1.50384137e+00  9.48336677e+00  2.12679679e+00  2.72601219e+00
  4.94436445e+00  3.53007203e+00 -1.73446948e+00 -2.48728546e+00
 -1.51023024e+00  3.27741275e-01 -1.64295435e+00  2.02294024e+00
  1.08085826e+00  2.46274269e+00  3.34647575e+00  3.31739318e+00
 -5.87026561e-01  2.20618665e+00  2.76162176e-01  1.93795546e+00]",dog
"[-2.09189027e+02  1.35738345e+02  4.12826042e+01  3.34220976e+01
 -4.10384100e+00  1.20865209e+01 -2.86047951e+00 -5.89994887e+00
  5.65302773e+00  1.01835893e-01  4.43709563e+00  7.29023796e-01
 -4.98000043e+00 -7.05961062e+00 -1.01976060e+01  1.60894068e+00
 -7.81974303e+00 -2.68871274e+00 -3.90121039e+00 -1.96330517e+00
 -3.64922535e+00 -2.53879209e+00 -2.06846678e+00 -3.12176625e+00
 -3.62818143e+00 -3.62519117e+00 -2.88642196e+00 -1.30824972e+00
  4.38430208e+00 -5.43464239e+00  7.34064760e+00 -1.84111425e+00
  8.02779065e-01 -9.62554952e-02 -6.19965790e-02 -3.01682039e+00
  8.42689024e-02 -1.11573417e+00 -2.88832984e+00 -4.38475406e-01]",dog
"[-2.25328150e+02  9.28857393e+01 -5.37722915e+01 -3.81680592e+01
 -2.51510070e+01 -3.28942975e+00 -1.17991477e+01  1.96216139e+01
  2.06579883e+00  8.25436207e+00 -1.55872173e+01 -3.79168404e+00
 -6.08050705e+00 -6.05407386e+00 -7.51152592e+00 -8.64005379e+00
 -6.20087648e+00 -1.11609442e+01  8.79482083e-02 -2.22970464e+00
  2.05964634e+00  5.69936181e+00 -2.55757551e-01 -1.85888578e+00
 -4.66174051e+00 -3.52756741e-01 -1.10034276e+00 -4.04588122e+00
 -6.12175548e+00 -4.64261780e+00 -5.00076014e+00  1.65796131e+00
 -1.89677361e+00  5.25013834e-01 -6.32544464e+00 -2.55266668e+00
 -4.24204307e-01  6.63700791e-01 -2.45580199e+00 -2.96459965e+00]",dog
"[-3.00674145e+02  9.19859341e+01  5.62626393e+00  3.41379607e+00
 -1.17555645e+01  1.73331512e+01 -3.05996702e+00  9.30085334e+00
  1.04698916e+01  3.61871326e+00  4.88922777e+00  1.29930029e+01
 -1.46667203e+00 -5.21117458e+00 -3.71423424e+00 -9.60374540e-01
  2.64015563e+00 -1.97530705e+00 -8.94594483e-01  2.06673709e+00
  3.04090067e+00  1.64493705e+00  4.91952922e-01  1.03281148e+00
  1.50782219e-01  1.56053388e-01  1.96257704e+00  1.34491280e+00
  2.96388107e-01  1.79034090e+00 -1.03668036e+00  1.75196771e+00
 -1.62724987e+00  1.04858278e+00  2.64723620e-02  1.34395969e+00
 -3.71260164e-01  1.71918717e+00  1.40298592e+00 -1.15044778e+00]",dog
"[-2.98199312e+02  7.01650508e+01 -9.09274353e+01 -3.66294130e+01
 -2.69242784e+01 -2.42640778e+01 -3.04988040e+00 -6.10694259e+00
 -4.46705180e+00 -6.70574907e+00 -1.00332054e+01 -2.76850247e+00
 -1.67064099e+00  2.71197074e+00  1.92008734e+00  1.76534012e+00
  6.34369068e-01 -1.61393149e+00 -5.61706249e+00 -7.29484936e+00
 -4.10452249e+00  2.88983831e-01 -1.04408803e+00  1.19514925e+00
  3.23855870e-01 -3.89500526e+00 -2.44861181e+00  1.77895821e+00
  3.48265485e+00  1.36941504e+00 -2.66692073e+00 -1.65896457e+00
  1.20644361e-01 -1.25208617e+00  8.57790828e-01  2.57179663e-01
  2.45778614e-01  1.17970547e+00  1.80551690e+00  2.57095396e+00]",dog
"[-2.65899212e+02  1.55388909e+02  1.26263235e+00 -7.69339406e+00
  3.25596965e+00 -7.92199637e+00 -1.44837678e+01  3.25387835e+00
 -4.01845493e+00 -1.78546301e+00  3.46824601e+00  3.26199291e+00
 -3.81885975e-01  1.90486368e+00  9.87520995e+00  7.46158601e+00
  5.32339768e+00  8.07081709e+00 -6.25797951e-01  1.17277920e+00
  2.62068658e+00 -1.81202770e+00 -4.52554638e+00  5.34546485e-01
  7.06925627e-02 -1.08105487e+00  3.70268776e-01 -3.32553899e-01
 -2.27670328e+00  3.18801524e+00  1.69139472e+00  1.45088902e+00
  1.19487285e+00 -1.79182162e-01  6.34396836e-01 -5.58587362e-01
 -9.94286570e-01  3.84316716e-01  2.97088548e-01  6.27231528e-01]",dog
"[ -2.58706974  76.50539021 -15.82473254   8.45202622  -2.04215919
   2.29140274   7.22869838   8.40292208  -0.55454326  -1.09482981
  -6.86538755  -3.50786209  -4.88382951  -3.49244739  -5.98790148
  -3.34924541  -4.04643302   0.37178919   0.70738978   2.29501828
  -1.88447702  -0.88868535  -1.17129902  -1.06007331  -2.26247237
  -0.46497414  -3.11292947  -2.3367169   -1.64685063  -1.82712257
  -3.32730519  -1.94994816  -1.71196764  -1.44964462  -1.7630375
  -0.71204742  -0.92473377   0.21671948   0.17796829   1.15047527]",dog
"[-173.89162145    6.96632176   13.37186356    4.95048579    8.99400556
   19.07857009    7.30865371    4.30061197    1.64398374    0.60202381
   -0.84904809    1.27310003   -2.39692783    0.31994995   -3.90244112
   -1.38314432   -3.79886582   -1.63311441   -5.53780887   -1.97953369
   -5.13788685   -1.72871212   -3.88216594   -2.61442277   -3.24179798
   -1.92106711   -2.5941555    -1.91977383   -2.40120739   -2.06428465
   -2.4918809    -1.7644994    -2.105976     -1.32639921   -1.47174368
   -1.10070121   -0.83356717   -0.38775784   -1.05815183   -0.84113935]",dog
"[-385.97046789   72.44908141   51.03935734   32.66893141   23.57459166
   20.35562123   18.54171142   16.80863535   14.90382638   11.99776977
    7.63897834    2.67249159   -1.41163973   -3.68200923   -4.19800551
   -3.73266297   -3.34850298   -3.80321885   -5.06861247   -6.57742319
   -7.78341519   -8.33744068   -8.17223105   -7.64313685   -7.24273152
   -7.13034458   -7.16047285   -7.26397571   -7.67661725   -8.83589085
  -10.86507806  -12.96812711  -13.61665443  -11.77731719   -8.06831958
   -4.54002119   -3.09491818   -3.92418212   -5.42477437   -5.80760841]",dog
"[-4.06739866e+02  8.80585273e+01  4.60809957e+01  1.74390096e+01
 -7.45962423e+00 -8.10629748e+00 -1.90438879e+00  1.67283233e+00
  3.92006700e+00  1.28051546e+00 -2.22907705e+00 -1.42837128e+00
 -5.08944861e-01 -7.07047565e-01  3.22432249e+00  3.11898972e+00
  1.36999399e+00  1.70404352e+00  1.80480456e+00  4.36464198e+00
  7.03669288e+00  8.19307493e+00  6.92543545e+00  5.41339217e+00
  3.93934485e+00  1.36488186e+00 -8.46475475e-03 -4.71362001e-01
 -2.09440499e-01 -6.43351969e-01 -1.72090551e+00 -9.91347458e-01
 -7.24669859e-01 -1.57174337e+00 -6.95363960e-01  1.10587246e+00
  1.16665023e+00  9.32570074e-01  1.81809383e+00  1.26301855e+00]",dog
"[-3.95325050e+02  1.15155890e+02  1.51571301e+01  1.23090672e+01
  1.14425227e+01  1.04699070e+01  9.81640916e+00  3.32294907e+00
  6.31161353e-01  2.27740571e+00  3.99505782e+00  3.63262735e+00
  7.70931364e+00  6.32522404e+00  1.83446838e+00  5.68634387e+00
  3.55537875e+00 -6.86547571e-01 -3.68729403e-01  6.80682841e-01
  5.44913296e-01  2.68756479e+00 -2.94498740e-01  1.78636073e+00
  1.99424160e+00  3.29217896e-01 -2.37202359e-01 -2.56357005e+00
 -2.57668722e+00 -8.19276973e-01  8.12439849e-01  3.05019986e-02
 -8.86397463e-01 -2.25898544e+00 -4.32675539e+00 -4.16158269e+00
 -2.97369816e+00 -2.93437216e+00 -1.33824827e+00 -1.59891165e+00]",dog
"[-385.00219574   47.78591306  -25.4952305    -5.48502066   15.42114782
   12.67110396   14.70913635   12.20255769    4.83783006    4.43024774
    8.60399489    3.79316234    5.13110341    8.34828514    8.22733638
    5.15037675    5.78172327    3.91280896    3.43659572    5.2802589
    3.92595306    2.99423036    4.30359087    3.89202457    3.68267077
    3.36384639    2.71093376    4.28774901    4.84424163    3.69500968
    0.92842681    0.58334124    0.79134663    1.13416345    0.48121006
    0.39616662   -0.85032026    0.63597972    0.44406066   -0.72696264]",dog
"[-148.71696481   91.96961691  -53.09012846  -48.09086497  -16.62256136
   -8.88468335   -6.64532631    2.05380142    7.2859768     2.19736035
   -9.75054169  -10.88491173   -6.08039978   -2.09107038   -4.23470494
   -6.27137319    3.38618923    5.41836568   -3.32728034   -5.60315759
   -4.57120086   -0.45076181   -0.86965467    2.62681823    1.28179978
    1.5169017    -1.27113253   -0.79933026   -4.20187017   -1.89688845
    0.54944388    1.28566804   -0.36482159   -1.45262516   -0.43824697
    0.87695099    0.59694283   -0.77174359    0.6459179     0.41888444]",dog
"[-3.36602511e+02  1.22933698e+02 -2.38630807e+00 -1.99712954e+01
 -1.19382458e+01 -1.43265111e+01 -1.53840543e+00 -2.39655188e+00
  3.88909978e+00  2.54005191e+00  2.49845626e+00 -1.92248403e-01
  2.09639319e+00  1.09443130e+01  6.12485552e+00  1.99260816e+00
 -2.13686929e+00 -8.67129210e+00 -7.08144908e+00 -3.92095542e-01
 -1.47857404e+00 -2.02354917e+00  1.01245003e-01  5.73420653e-01
 -7.97734801e-01 -2.55479787e+00 -4.96743191e+00  4.38363564e-01
  7.69092428e-01  3.75656460e-01 -3.10192679e+00 -1.44777864e+00
 -1.68648591e+00 -2.35095376e+00 -1.84351234e-01 -8.49505743e-01
  6.50712942e-01  1.05451921e+00 -2.41576864e-01 -1.11235051e+00]",dog
"[-158.1250948   152.30211838  -33.47772207  -49.9032963    -0.84681348
  -38.26091352  -18.26380982  -21.11305681  -22.14057467    1.91883666
  -19.24075535   -2.98185219  -18.13078581   -0.65682972   16.15116272
    7.12075346   10.65907583    3.20159038    2.38205432   -7.71749723
    7.3208382    -0.59270911  -11.27152767  -13.4031348    -1.15277952
    4.1433969     3.39618569   11.53801214    3.62745596    9.53031618
    1.6652498    -0.24369863    0.39374891    2.43642485   -2.77799526
    2.55425896   -5.15607287   -2.06356707    1.45955103    1.20240789]",dog
"[-2.67093516e+02  1.03217712e+02 -7.46747392e+01 -2.30059226e+01
 -3.86307923e+01 -2.56173320e+01 -2.72730567e+01 -9.85859127e+00
 -1.14358054e+01 -3.62391686e+00  8.49500090e+00  5.19405080e-01
  5.00065926e+00 -9.51573885e+00 -1.37528329e+01 -3.02489434e+00
 -3.37542652e+00 -6.62841247e+00  1.11316270e+00 -2.00162624e+00
 -4.25808246e+00 -1.16457355e+00 -3.57981065e+00  1.01911717e+00
 -2.18545859e+00 -5.63901597e+00 -1.25033704e+00 -3.39443472e+00
  6.92020195e-01  5.41211739e+00  2.46897802e+00 -4.79160832e-02
 -2.06405103e+00 -1.43948927e+00 -6.01155419e-01  2.33660435e+00
  7.57822859e-01  1.52547382e+00  2.08727120e+00 -1.90454954e-01]",dog
"[-2.67093516e+02  1.03217712e+02 -7.46747392e+01 -2.30059226e+01
 -3.86307923e+01 -2.56173320e+01 -2.72730567e+01 -9.85859127e+00
 -1.14358054e+01 -3.62391686e+00  8.49500090e+00  5.19405080e-01
  5.00065926e+00 -9.51573885e+00 -1.37528329e+01 -3.02489434e+00
 -3.37542652e+00 -6.62841247e+00  1.11316270e+00 -2.00162624e+00
 -4.25808246e+00 -1.16457355e+00 -3.57981065e+00  1.01911717e+00
 -2.18545859e+00 -5.63901597e+00 -1.25033704e+00 -3.39443472e+00
  6.92020195e-01  5.41211739e+00  2.46897802e+00 -4.79160832e-02
 -2.06405103e+00 -1.43948927e+00 -6.01155419e-01  2.33660435e+00
  7.57822859e-01  1.52547382e+00  2.08727120e+00 -1.90454954e-01]",dog
